V (MPH);J;Pe;Ct;Cp;PWR (HP);Torque (IN.LBF);Thrust (LBF);DIAMETER (IN);PITCH (IN);TYPE;BLADE(nb);COMP;RPM
9.9;0.09;0.2168;0.1091;0.0478;0.512;2.932;4.205;10;4.5;MR;2;1;11000
12.4;0.12;0.2701;0.1066;0.0469;0.502;2.875;4.11;10;4.5;MR;2;1;11000
14.8;0.14;0.3218;0.1039;0.046;0.493;2.822;4.005;10;4.5;MR;2;1;11000
17.3;0.17;0.3709;0.101;0.0452;0.484;2.775;3.892;10;4.5;MR;2;1;11000
19.8;0.19;0.4173;0.0978;0.0445;0.477;2.731;3.77;10;4.5;MR;2;1;11000
22.3;0.21;0.4606;0.0945;0.0438;0.469;2.689;3.642;10;4.5;MR;2;1;11000
24.7;0.24;0.501;0.0909;0.0431;0.461;2.644;3.505;10;4.5;MR;2;1;11000
27.2;0.26;0.5384;0.0872;0.0423;0.453;2.595;3.362;10;4.5;MR;2;1;11000
29.7;0.28;0.573;0.0833;0.0414;0.444;2.542;3.212;10;4.5;MR;2;1;11000
32.2;0.31;0.6047;0.0793;0.0405;0.433;2.483;3.057;10;4.5;MR;2;1;11000
34.6;0.33;0.634;0.0752;0.0394;0.422;2.418;2.898;10;4.5;MR;2;1;11000
37.1;0.36;0.6611;0.0709;0.0382;0.409;2.342;2.732;10;4.5;MR;2;1;11000
39.6;0.38;0.6858;0.0665;0.0368;0.394;2.259;2.562;10;4.5;MR;2;1;11000
42.0;0.4;0.7079;0.0619;0.0353;0.378;2.167;2.388;10;4.5;MR;2;1;11000
44.5;0.43;0.7275;0.0573;0.0337;0.36;2.065;2.209;10;4.5;MR;2;1;11000
47.0;0.45;0.7444;0.0526;0.0319;0.341;1.955;2.027;10;4.5;MR;2;1;11000
49.5;0.47;0.7582;0.0478;0.0299;0.32;1.836;1.842;10;4.5;MR;2;1;11000
51.9;0.5;0.7679;0.0428;0.0278;0.298;1.706;1.651;10;4.5;MR;2;1;11000
54.4;0.52;0.7738;0.0378;0.0255;0.273;1.566;1.458;10;4.5;MR;2;1;11000
56.9;0.55;0.774;0.0327;0.023;0.247;1.413;1.259;10;4.5;MR;2;1;11000
59.4;0.57;0.7661;0.0274;0.0204;0.218;1.252;1.057;10;4.5;MR;2;1;11000
61.8;0.59;0.7449;0.0221;0.0176;0.189;1.081;0.853;10;4.5;MR;2;1;11000
64.3;0.62;0.7004;0.0167;0.0147;0.158;0.904;0.644;10;4.5;MR;2;1;11000
66.8;0.64;0.6092;0.0112;0.0118;0.126;0.724;0.432;10;4.5;MR;2;1;11000
69.2;0.66;0.4212;0.0056;0.0089;0.095;0.546;0.217;10;4.5;MR;2;1;11000
71.7;0.69;-0.0018;0.0;0.0061;0.065;0.374;-0.001;10;4.5;MR;2;1;11000
0.0;0.0;0.0;0.1178;0.0551;0.766;4.021;5.401;10;4.5;MR;2;1;12000
2.7;0.02;0.0516;0.1162;0.0536;0.745;3.911;5.33;10;4.5;MR;2;1;12000
5.4;0.05;0.1045;0.1144;0.0521;0.724;3.803;5.249;10;4.5;MR;2;1;12000
8.1;0.07;0.1584;0.1125;0.0507;0.704;3.699;5.159;10;4.5;MR;2;1;12000
10.8;0.1;0.2126;0.1102;0.0493;0.686;3.6;5.054;10;4.5;MR;2;1;12000
13.5;0.12;0.2666;0.1076;0.048;0.668;3.507;4.937;10;4.5;MR;2;1;12000
16.2;0.14;0.3194;0.1048;0.0468;0.651;3.42;4.809;10;4.5;MR;2;1;12000
18.9;0.17;0.3698;0.1018;0.0459;0.637;3.348;4.67;10;4.5;MR;2;1;12000
21.6;0.19;0.4172;0.0986;0.045;0.625;3.283;4.521;10;4.5;MR;2;1;12000
24.3;0.21;0.4615;0.0951;0.0441;0.614;3.223;4.364;10;4.5;MR;2;1;12000
27.0;0.24;0.5025;0.0915;0.0433;0.602;3.164;4.199;10;4.5;MR;2;1;12000
29.7;0.26;0.5406;0.0878;0.0425;0.591;3.101;4.025;10;4.5;MR;2;1;12000
32.4;0.29;0.5756;0.0838;0.0416;0.578;3.034;3.844;10;4.5;MR;2;1;12000
35.1;0.31;0.6078;0.0797;0.0406;0.564;2.962;3.657;10;4.5;MR;2;1;12000
37.9;0.33;0.6375;0.0756;0.0395;0.549;2.882;3.466;10;4.5;MR;2;1;12000
40.6;0.36;0.665;0.0712;0.0382;0.531;2.79;3.267;10;4.5;MR;2;1;12000
43.3;0.38;0.6902;0.0668;0.0368;0.512;2.688;3.063;10;4.5;MR;2;1;12000
46.0;0.4;0.7129;0.0622;0.0353;0.491;2.576;2.853;10;4.5;MR;2;1;12000
48.7;0.43;0.7331;0.0575;0.0336;0.467;2.453;2.638;10;4.5;MR;2;1;12000
51.4;0.45;0.7506;0.0528;0.0318;0.442;2.32;2.42;10;4.5;MR;2;1;12000
54.1;0.48;0.765;0.0479;0.0298;0.414;2.176;2.198;10;4.5;MR;2;1;12000
56.8;0.5;0.7755;0.043;0.0277;0.385;2.021;1.971;10;4.5;MR;2;1;12000
59.5;0.52;0.7821;0.0379;0.0254;0.352;1.851;1.738;10;4.5;MR;2;1;12000
62.2;0.55;0.7831;0.0327;0.0229;0.318;1.67;1.501;10;4.5;MR;2;1;12000
64.9;0.57;0.7758;0.0275;0.0202;0.281;1.477;1.261;10;4.5;MR;2;1;12000
67.6;0.59;0.7552;0.0222;0.0175;0.243;1.274;1.017;10;4.5;MR;2;1;12000
70.3;0.62;0.7114;0.0168;0.0146;0.203;1.065;0.77;10;4.5;MR;2;1;12000
73.0;0.64;0.6219;0.0113;0.0117;0.162;0.853;0.519;10;4.5;MR;2;1;12000
75.7;0.67;0.4288;0.0056;0.0088;0.122;0.64;0.259;10;4.5;MR;2;1;12000
78.4;0.69;-0.0019;0.0;0.006;0.083;0.437;-0.001;10;4.5;MR;2;1;12000
0.0;0.0;0.0;0.1191;0.0586;1.035;5.019;6.411;10;4.5;MR;2;1;13000
2.9;0.02;0.0497;0.1175;0.0566;0.999;4.846;6.325;10;4.5;MR;2;1;13000
5.9;0.05;0.1013;0.1157;0.0546;0.965;4.676;6.228;10;4.5;MR;2;1;13000
8.8;0.07;0.1547;0.1137;0.0527;0.931;4.515;6.119;10;4.5;MR;2;1;13000
11.8;0.1;0.209;0.1113;0.0509;0.9;4.363;5.994;10;4.5;MR;2;1;13000
14.7;0.12;0.2637;0.1087;0.0493;0.871;4.221;5.852;10;4.5;MR;2;1;13000
17.7;0.14;0.3177;0.1058;0.0478;0.844;4.092;5.696;10;4.5;MR;2;1;13000
20.6;0.17;0.3693;0.1027;0.0465;0.822;3.986;5.528;10;4.5;MR;2;1;13000
23.5;0.19;0.4178;0.0993;0.0455;0.804;3.896;5.349;10;4.5;MR;2;1;13000
26.5;0.22;0.4629;0.0958;0.0445;0.787;3.815;5.159;10;4.5;MR;2;1;13000
29.4;0.24;0.5048;0.0921;0.0436;0.771;3.738;4.96;10;4.5;MR;2;1;13000
32.4;0.26;0.5434;0.0883;0.0427;0.755;3.659;4.751;10;4.5;MR;2;1;13000
35.3;0.29;0.5789;0.0842;0.0417;0.737;3.575;4.534;10;4.5;MR;2;1;13000
38.3;0.31;0.6115;0.0801;0.0407;0.719;3.487;4.311;10;4.5;MR;2;1;13000
41.2;0.33;0.6415;0.0758;0.0396;0.699;3.39;4.083;10;4.5;MR;2;1;13000
44.1;0.36;0.6695;0.0714;0.0383;0.676;3.278;3.846;10;4.5;MR;2;1;13000
47.1;0.38;0.6951;0.0669;0.0368;0.651;3.155;3.603;10;4.5;MR;2;1;13000
50.0;0.41;0.7183;0.0623;0.0352;0.623;3.02;3.354;10;4.5;MR;2;1;13000
53.0;0.43;0.739;0.0576;0.0335;0.592;2.872;3.099;10;4.5;MR;2;1;13000
55.9;0.45;0.757;0.0528;0.0316;0.559;2.712;2.84;10;4.5;MR;2;1;13000
58.8;0.48;0.7719;0.0478;0.0296;0.524;2.539;2.576;10;4.5;MR;2;1;13000
61.8;0.5;0.783;0.0428;0.0274;0.485;2.352;2.305;10;4.5;MR;2;1;13000
64.7;0.53;0.79;0.0377;0.0251;0.443;2.148;2.028;10;4.5;MR;2;1;13000
67.7;0.55;0.7913;0.0325;0.0226;0.399;1.934;1.749;10;4.5;MR;2;1;13000
70.6;0.57;0.7841;0.0273;0.0199;0.353;1.709;1.468;10;4.5;MR;2;1;13000
73.6;0.6;0.7634;0.022;0.0172;0.304;1.473;1.182;10;4.5;MR;2;1;13000
76.5;0.62;0.7189;0.0166;0.0144;0.254;1.233;0.896;10;4.5;MR;2;1;13000
79.4;0.65;0.6269;0.0112;0.0115;0.203;0.986;0.602;10;4.5;MR;2;1;13000
82.4;0.67;0.4347;0.0056;0.0086;0.153;0.74;0.302;10;4.5;MR;2;1;13000
85.3;0.69;-0.0036;0.0;0.0059;0.104;0.503;-0.002;10;4.5;MR;2;1;13000
0.0;0.0;0.0;0.1205;0.0623;1.376;6.195;7.521;10;4.5;MR;2;1;13999
3.2;0.02;0.0474;0.1189;0.0598;1.319;5.939;7.421;10;4.5;MR;2;1;13999
6.3;0.05;0.0973;0.117;0.0573;1.265;5.693;7.307;10;4.5;MR;2;1;13999
9.5;0.07;0.1496;0.115;0.0549;1.212;5.457;7.18;10;4.5;MR;2;1;13999
12.6;0.1;0.2036;0.1126;0.0527;1.163;5.237;7.033;10;4.5;MR;2;1;13999
15.8;0.12;0.2585;0.11;0.0507;1.119;5.036;6.866;10;4.5;MR;2;1;13999
18.9;0.14;0.3132;0.107;0.0488;1.078;4.852;6.682;10;4.5;MR;2;1;13999
22.1;0.17;0.3658;0.1038;0.0473;1.045;4.703;6.483;10;4.5;MR;2;1;13999
25.3;0.19;0.4152;0.1004;0.0461;1.018;4.581;6.271;10;4.5;MR;2;1;13999
28.4;0.21;0.4611;0.0969;0.045;0.994;4.476;6.048;10;4.5;MR;2;1;13999
31.6;0.24;0.5035;0.0931;0.0441;0.973;4.378;5.814;10;4.5;MR;2;1;13999
34.7;0.26;0.5426;0.0892;0.0431;0.951;4.281;5.57;10;4.5;MR;2;1;13999
37.9;0.29;0.5785;0.0851;0.0421;0.929;4.181;5.316;10;4.5;MR;2;1;13999
41.1;0.31;0.6115;0.081;0.041;0.905;4.076;5.056;10;4.5;MR;2;1;13999
44.2;0.33;0.6419;0.0767;0.0399;0.88;3.961;4.79;10;4.5;MR;2;1;13999
47.4;0.36;0.6702;0.0723;0.0386;0.851;3.831;4.516;10;4.5;MR;2;1;13999
50.5;0.38;0.6964;0.0678;0.0371;0.819;3.688;4.234;10;4.5;MR;2;1;13999
53.7;0.4;0.7202;0.0632;0.0355;0.784;3.53;3.944;10;4.5;MR;2;1;13999
56.8;0.43;0.7416;0.0584;0.0338;0.746;3.357;3.648;10;4.5;MR;2;1;13999
60.0;0.45;0.7604;0.0536;0.0319;0.704;3.171;3.347;10;4.5;MR;2;1;13999
63.2;0.48;0.7763;0.0487;0.0299;0.66;2.97;3.041;10;4.5;MR;2;1;13999
66.3;0.5;0.7885;0.0437;0.0277;0.612;2.753;2.727;10;4.5;MR;2;1;13999
69.5;0.52;0.7968;0.0385;0.0253;0.559;2.519;2.406;10;4.5;MR;2;1;13999
72.6;0.55;0.7997;0.0333;0.0228;0.503;2.266;2.078;10;4.5;MR;2;1;13999
75.8;0.57;0.7943;0.0279;0.0201;0.444;1.999;1.745;10;4.5;MR;2;1;13999
79.0;0.6;0.7756;0.0225;0.0173;0.382;1.72;1.408;10;4.5;MR;2;1;13999
82.1;0.62;0.7329;0.0171;0.0144;0.318;1.432;1.065;10;4.5;MR;2;1;13999
85.3;0.64;0.6432;0.0115;0.0115;0.253;1.138;0.715;10;4.5;MR;2;1;13999
88.4;0.67;0.4536;0.0058;0.0085;0.188;0.845;0.361;10;4.5;MR;2;1;13999
91.6;0.69;-0.0026;0.0;0.0056;0.124;0.556;-0.001;10;4.5;MR;2;1;13999
0.0;0.0;0.0;0.122;0.0664;1.804;7.579;8.741;10;4.5;MR;2;1;15000
3.4;0.02;0.0455;0.1203;0.0633;1.718;7.219;8.625;10;4.5;MR;2;1;15000
6.8;0.05;0.0941;0.1185;0.0603;1.636;6.873;8.493;10;4.5;MR;2;1;15000
10.2;0.07;0.1456;0.1164;0.0574;1.557;6.543;8.344;10;4.5;MR;2;1;15000
13.6;0.1;0.1996;0.114;0.0546;1.484;6.234;8.173;10;4.5;MR;2;1;15000
17.0;0.12;0.255;0.1113;0.0522;1.417;5.954;7.976;10;4.5;MR;2;1;15000
20.4;0.14;0.3107;0.1082;0.05;1.357;5.702;7.758;10;4.5;MR;2;1;15000
23.8;0.17;0.3646;0.105;0.0482;1.308;5.498;7.524;10;4.5;MR;2;1;15000
27.2;0.19;0.415;0.1015;0.0468;1.27;5.337;7.274;10;4.5;MR;2;1;15000
30.6;0.22;0.4617;0.0978;0.0456;1.238;5.202;7.011;10;4.5;MR;2;1;15000
34.0;0.24;0.5047;0.094;0.0445;1.209;5.079;6.736;10;4.5;MR;2;1;15000
37.4;0.26;0.5444;0.09;0.0435;1.18;4.96;6.449;10;4.5;MR;2;1;15000
40.8;0.29;0.5807;0.0858;0.0424;1.151;4.837;6.151;10;4.5;MR;2;1;15000
44.2;0.31;0.6141;0.0816;0.0413;1.121;4.711;5.846;10;4.5;MR;2;1;15000
47.6;0.33;0.6449;0.0772;0.0401;1.088;4.573;5.535;10;4.5;MR;2;1;15000
51.0;0.36;0.6736;0.0728;0.0388;1.052;4.421;5.216;10;4.5;MR;2;1;15000
54.3;0.38;0.7001;0.0682;0.0373;1.012;4.253;4.889;10;4.5;MR;2;1;15000
57.7;0.41;0.7245;0.0635;0.0356;0.968;4.067;4.553;10;4.5;MR;2;1;15000
61.1;0.43;0.7464;0.0587;0.0339;0.92;3.864;4.21;10;4.5;MR;2;1;15000
64.5;0.45;0.7657;0.0538;0.0319;0.867;3.644;3.858;10;4.5;MR;2;1;15000
67.9;0.48;0.7822;0.0488;0.0298;0.81;3.404;3.498;10;4.5;MR;2;1;15000
71.3;0.5;0.795;0.0437;0.0276;0.749;3.148;3.132;10;4.5;MR;2;1;15000
74.7;0.53;0.804;0.0385;0.0252;0.684;2.875;2.76;10;4.5;MR;2;1;15000
78.1;0.55;0.8073;0.0333;0.0227;0.615;2.584;2.383;10;4.5;MR;2;1;15000
81.5;0.57;0.8026;0.0281;0.0201;0.545;2.29;2.012;10;4.5;MR;2;1;15000
84.9;0.6;0.7844;0.0226;0.0172;0.468;1.967;1.621;10;4.5;MR;2;1;15000
88.3;0.62;0.7414;0.0171;0.0144;0.39;1.638;1.227;10;4.5;MR;2;1;15000
91.7;0.65;0.6399;0.011;0.0111;0.301;1.264;0.787;10;4.5;MR;2;1;15000
95.1;0.67;0.4566;0.0058;0.0085;0.229;0.964;0.413;10;4.5;MR;2;1;15000
98.5;0.69;-0.006;0.0;0.0055;0.15;0.631;-0.003;10;4.5;MR;2;1;15000
0.0;0.0;0.0;0.1236;0.0709;2.337;9.205;10.08;10;4.5;MR;2;1;16000
3.6;0.02;0.0435;0.122;0.0671;2.212;8.713;9.948;10;4.5;MR;2;1;16000
7.3;0.05;0.0906;0.1201;0.0635;2.092;8.24;9.796;10;4.5;MR;2;1;16000
10.9;0.07;0.1412;0.118;0.06;1.978;7.792;9.624;10;4.5;MR;2;1;16000
14.5;0.1;0.1949;0.1156;0.0568;1.871;7.371;9.428;10;4.5;MR;2;1;16000
18.1;0.12;0.2506;0.1128;0.0539;1.775;6.993;9.201;10;4.5;MR;2;1;16000
21.8;0.14;0.3072;0.1097;0.0513;1.69;6.659;8.947;10;4.5;MR;2;1;16000
25.4;0.17;0.3623;0.1063;0.0492;1.621;6.384;8.672;10;4.5;MR;2;1;16000
29.0;0.19;0.4136;0.1028;0.0476;1.568;6.176;8.38;10;4.5;MR;2;1;16000
32.6;0.22;0.461;0.099;0.0463;1.525;6.007;8.074;10;4.5;MR;2;1;16000
36.3;0.24;0.5044;0.0951;0.0451;1.487;5.858;7.755;10;4.5;MR;2;1;16000
39.9;0.26;0.5444;0.091;0.044;1.451;5.715;7.423;10;4.5;MR;2;1;16000
43.5;0.29;0.581;0.0868;0.0429;1.414;5.571;7.08;10;4.5;MR;2;1;16000
47.2;0.31;0.6146;0.0825;0.0418;1.376;5.422;6.728;10;4.5;MR;2;1;16000
50.8;0.34;0.6458;0.0781;0.0405;1.336;5.262;6.37;10;4.5;MR;2;1;16000
54.4;0.36;0.6748;0.0736;0.0392;1.291;5.084;6.003;10;4.5;MR;2;1;16000
58.0;0.38;0.7016;0.069;0.0377;1.241;4.889;5.627;10;4.5;MR;2;1;16000
61.7;0.41;0.7263;0.0643;0.036;1.187;4.674;5.241;10;4.5;MR;2;1;16000
65.3;0.43;0.7487;0.0594;0.0342;1.127;4.44;4.847;10;4.5;MR;2;1;16000
68.9;0.45;0.7685;0.0545;0.0323;1.063;4.186;4.444;10;4.5;MR;2;1;16000
72.5;0.48;0.7853;0.0494;0.0301;0.993;3.912;4.032;10;4.5;MR;2;1;16000
76.2;0.5;0.7988;0.0443;0.0279;0.918;3.616;3.61;10;4.5;MR;2;1;16000
79.8;0.53;0.8082;0.0391;0.0255;0.839;3.304;3.186;10;4.5;MR;2;1;16000
83.4;0.55;0.8122;0.0338;0.0229;0.755;2.973;2.755;10;4.5;MR;2;1;16000
87.1;0.57;0.808;0.0284;0.0202;0.665;2.62;2.315;10;4.5;MR;2;1;16000
90.7;0.6;0.7903;0.0229;0.0173;0.571;2.25;1.866;10;4.5;MR;2;1;16000
94.3;0.62;0.7473;0.0173;0.0144;0.474;1.869;1.41;10;4.5;MR;2;1;16000
97.9;0.65;0.6549;0.0116;0.0114;0.377;1.483;0.944;10;4.5;MR;2;1;16000
101.6;0.67;0.4584;0.0058;0.0084;0.278;1.094;0.47;10;4.5;MR;2;1;16000
105.2;0.69;-0.0178;-0.0001;0.0056;0.185;0.727;-0.012;10;4.5;MR;2;1;16000
0.0;0.0;0.0;0.1246;0.0697;2.754;10.212;11.466;10;4.5;MR;2;1;17000
3.9;0.02;0.0447;0.123;0.0662;2.616;9.698;11.324;10;4.5;MR;2;1;17000
7.8;0.05;0.0928;0.1212;0.0629;2.485;9.214;11.161;10;4.5;MR;2;1;17000
11.6;0.07;0.1441;0.1192;0.0598;2.361;8.755;10.972;10;4.5;MR;2;1;17000
15.5;0.1;0.1981;0.1168;0.0568;2.245;8.323;10.757;10;4.5;MR;2;1;17000
19.4;0.12;0.2538;0.1141;0.0541;2.139;7.929;10.503;10;4.5;MR;2;1;17000
23.3;0.14;0.3098;0.111;0.0517;2.045;7.58;10.216;10;4.5;MR;2;1;17000
27.1;0.17;0.3646;0.1076;0.0497;1.965;7.284;9.903;10;4.5;MR;2;1;17000
31.0;0.19;0.4154;0.104;0.0482;1.905;7.061;9.57;10;4.5;MR;2;1;17000
34.9;0.22;0.4623;0.1001;0.0469;1.855;6.876;9.218;10;4.5;MR;2;1;17000
38.8;0.24;0.5054;0.0962;0.0458;1.81;6.71;8.853;10;4.5;MR;2;1;17000
42.6;0.26;0.5453;0.092;0.0447;1.766;6.548;8.472;10;4.5;MR;2;1;17000
46.5;0.29;0.5819;0.0877;0.0436;1.721;6.381;8.077;10;4.5;MR;2;1;17000
50.4;0.31;0.6157;0.0834;0.0424;1.674;6.208;7.673;10;4.5;MR;2;1;17000
54.3;0.34;0.647;0.0789;0.0411;1.623;6.018;7.259;10;4.5;MR;2;1;17000
58.1;0.36;0.6762;0.0742;0.0396;1.567;5.809;6.835;10;4.5;MR;2;1;17000
62.0;0.39;0.7033;0.0695;0.0381;1.505;5.578;6.399;10;4.5;MR;2;1;17000
65.9;0.41;0.7282;0.0647;0.0363;1.436;5.324;5.953;10;4.5;MR;2;1;17000
69.8;0.43;0.7507;0.0597;0.0345;1.362;5.05;5.498;10;4.5;MR;2;1;17000
73.6;0.46;0.7707;0.0547;0.0324;1.282;4.754;5.033;10;4.5;MR;2;1;17000
77.5;0.48;0.7875;0.0496;0.0303;1.199;4.445;4.569;10;4.5;MR;2;1;17000
81.4;0.51;0.8009;0.0444;0.028;1.108;4.109;4.091;10;4.5;MR;2;1;17000
85.3;0.53;0.8103;0.0392;0.0256;1.013;3.754;3.609;10;4.5;MR;2;1;17000
89.1;0.55;0.8135;0.0339;0.023;0.911;3.377;3.118;10;4.5;MR;2;1;17000
93.0;0.58;0.8072;0.0284;0.0203;0.804;2.98;2.616;10;4.5;MR;2;1;17000
96.9;0.6;0.7837;0.0229;0.0176;0.694;2.573;2.105;10;4.5;MR;2;1;17000
100.8;0.63;0.7249;0.0167;0.0144;0.57;2.112;1.537;10;4.5;MR;2;1;17000
104.6;0.65;0.6193;0.0115;0.0121;0.477;1.77;1.059;10;4.5;MR;2;1;17000
108.5;0.67;0.4026;0.0058;0.0097;0.382;1.417;0.532;10;4.5;MR;2;1;17000
112.4;0.7;-0.0043;0.0;0.0075;0.297;1.103;-0.004;10;4.5;MR;2;1;17000
0.0;0.0;0.0;0.1259;0.0692;3.245;11.362;13.0;10;4.5;MR;2;1;18000
4.1;0.02;0.0452;0.1245;0.0658;3.088;10.811;12.849;10;4.5;MR;2;1;18000
8.1;0.05;0.0935;0.1228;0.0628;2.944;10.308;12.676;10;4.5;MR;2;1;18000
12.2;0.07;0.1445;0.1209;0.0599;2.812;9.845;12.474;10;4.5;MR;2;1;18000
16.3;0.1;0.1978;0.1186;0.0573;2.688;9.411;12.242;10;4.5;MR;2;1;18000
20.4;0.12;0.2526;0.116;0.0548;2.572;9.006;11.969;10;4.5;MR;2;1;18000
24.4;0.14;0.3074;0.1129;0.0526;2.468;8.643;11.651;10;4.5;MR;2;1;18000
28.5;0.17;0.3613;0.1095;0.0507;2.376;8.321;11.3;10;4.5;MR;2;1;18000
32.6;0.19;0.4114;0.1058;0.0492;2.306;8.075;10.925;10;4.5;MR;2;1;18000
36.6;0.21;0.4576;0.102;0.0479;2.249;7.873;10.531;10;4.5;MR;2;1;18000
40.7;0.24;0.5004;0.0981;0.0468;2.196;7.689;10.122;10;4.5;MR;2;1;18000
44.8;0.26;0.54;0.0939;0.0457;2.144;7.506;9.694;10;4.5;MR;2;1;18000
48.9;0.29;0.5767;0.0896;0.0445;2.089;7.316;9.25;10;4.5;MR;2;1;18000
52.9;0.31;0.6106;0.0852;0.0433;2.033;7.117;8.794;10;4.5;MR;2;1;18000
57.0;0.33;0.6421;0.0807;0.042;1.971;6.902;8.328;10;4.5;MR;2;1;18000
61.1;0.36;0.6714;0.0761;0.0406;1.904;6.666;7.85;10;4.5;MR;2;1;18000
65.1;0.38;0.6988;0.0713;0.039;1.83;6.407;7.361;10;4.5;MR;2;1;18000
69.2;0.41;0.724;0.0665;0.0373;1.749;6.124;6.861;10;4.5;MR;2;1;18000
73.3;0.43;0.747;0.0615;0.0354;1.661;5.815;6.348;10;4.5;MR;2;1;18000
77.3;0.45;0.7672;0.0564;0.0334;1.566;5.483;5.825;10;4.5;MR;2;1;18000
81.4;0.48;0.784;0.0513;0.0312;1.465;5.131;5.291;10;4.5;MR;2;1;18000
85.5;0.5;0.797;0.046;0.0289;1.357;4.752;4.744;10;4.5;MR;2;1;18000
89.6;0.53;0.8054;0.0406;0.0265;1.241;4.346;4.185;10;4.5;MR;2;1;18000
93.6;0.55;0.8063;0.0351;0.0239;1.123;3.931;3.626;10;4.5;MR;2;1;18000
97.7;0.57;0.7947;0.0293;0.0211;0.991;3.468;3.022;10;4.5;MR;2;1;18000
101.8;0.6;0.7668;0.0235;0.0183;0.857;3.002;2.422;10;4.5;MR;2;1;18000
105.8;0.62;0.7091;0.0175;0.0154;0.721;2.524;1.811;10;4.5;MR;2;1;18000
109.9;0.64;0.5914;0.0115;0.0126;0.589;2.063;1.189;10;4.5;MR;2;1;18000
114.0;0.67;0.3867;0.0061;0.0105;0.494;1.73;0.629;10;4.5;MR;2;1;18000
118.1;0.69;-0.0032;0.0;0.0082;0.386;1.352;-0.004;10;4.5;MR;2;1;18000
0.0;0.0;0.0;0.1288;0.0712;3.929;13.033;14.815;10;4.5;MR;2;1;19000
4.3;0.02;0.0447;0.1274;0.0677;3.737;12.396;14.654;10;4.5;MR;2;1;19000
8.5;0.05;0.0928;0.1257;0.0643;3.546;11.763;14.457;10;4.5;MR;2;1;19000
12.8;0.07;0.1444;0.1237;0.061;3.366;11.164;14.229;10;4.5;MR;2;1;19000
17.1;0.09;0.197;0.1214;0.0585;3.228;10.709;13.966;10;4.5;MR;2;1;19000
21.4;0.12;0.2509;0.1188;0.0562;3.1;10.282;13.658;10;4.5;MR;2;1;19000
25.6;0.14;0.3048;0.1156;0.054;2.979;9.883;13.29;10;4.5;MR;2;1;19000
29.9;0.17;0.3576;0.112;0.052;2.871;9.522;12.879;10;4.5;MR;2;1;19000
34.2;0.19;0.4073;0.1082;0.0505;2.784;9.234;12.448;10;4.5;MR;2;1;19000
38.4;0.21;0.453;0.1044;0.0492;2.717;9.011;12.007;10;4.5;MR;2;1;19000
42.7;0.24;0.4953;0.1004;0.0481;2.655;8.806;11.546;10;4.5;MR;2;1;19000
47.0;0.26;0.5346;0.0962;0.047;2.592;8.599;11.065;10;4.5;MR;2;1;19000
51.2;0.28;0.5713;0.0919;0.0458;2.527;8.383;10.565;10;4.5;MR;2;1;19000
55.5;0.31;0.6052;0.0874;0.0445;2.458;8.153;10.049;10;4.5;MR;2;1;19000
59.8;0.33;0.6369;0.0828;0.0432;2.384;7.908;9.524;10;4.5;MR;2;1;19000
64.1;0.36;0.6664;0.0781;0.0417;2.304;7.641;8.987;10;4.5;MR;2;1;19000
68.3;0.38;0.6939;0.0734;0.0401;2.215;7.347;8.436;10;4.5;MR;2;1;19000
72.6;0.4;0.7193;0.0685;0.0384;2.119;7.028;7.873;10;4.5;MR;2;1;19000
76.9;0.43;0.7417;0.0634;0.0365;2.016;6.688;7.296;10;4.5;MR;2;1;19000
81.1;0.45;0.761;0.0583;0.0345;1.906;6.323;6.705;10;4.5;MR;2;1;19000
85.4;0.47;0.7768;0.0531;0.0324;1.789;5.934;6.102;10;4.5;MR;2;1;19000
89.7;0.5;0.7886;0.0477;0.0301;1.663;5.517;5.485;10;4.5;MR;2;1;19000
93.9;0.52;0.795;0.0423;0.0278;1.531;5.079;4.86;10;4.5;MR;2;1;19000
98.2;0.55;0.7915;0.0368;0.0253;1.399;4.639;4.227;10;4.5;MR;2;1;19000
102.5;0.57;0.7771;0.0312;0.0229;1.261;4.183;3.585;10;4.5;MR;2;1;19000
106.8;0.59;0.7492;0.0255;0.0202;1.114;3.695;2.931;10;4.5;MR;2;1;19000
111.0;0.62;0.6822;0.0188;0.017;0.94;3.119;2.167;10;4.5;MR;2;1;19000
115.3;0.64;0.5672;0.0126;0.0143;0.788;2.613;1.453;10;4.5;MR;2;1;19000
119.6;0.66;0.3467;0.0063;0.0121;0.667;2.212;0.725;10;4.5;MR;2;1;19000
123.8;0.69;-0.0022;0.0;0.0095;0.525;1.742;-0.003;10;4.5;MR;2;1;19000
0.0;0.0;0.0;0.13;0.0834;5.368;16.916;16.567;10;4.5;MR;2;1;20000
4.5;0.02;0.0389;0.1296;0.0791;5.09;16.041;16.513;10;4.5;MR;2;1;20000
9.0;0.05;0.082;0.1291;0.0747;4.804;15.139;16.447;10;4.5;MR;2;1;20000
13.5;0.07;0.1298;0.1282;0.0703;4.522;14.25;16.335;10;4.5;MR;2;1;20000
18.0;0.09;0.1837;0.1267;0.0654;4.21;13.267;16.144;10;4.5;MR;2;1;20000
22.5;0.12;0.2398;0.1241;0.0614;3.949;12.446;15.817;10;4.5;MR;2;1;20000
26.9;0.14;0.2951;0.1208;0.0583;3.749;11.813;15.396;10;4.5;MR;2;1;20000
31.4;0.17;0.3467;0.1169;0.056;3.601;11.349;14.894;10;4.5;MR;2;1;20000
